patient,status,sample,lane,fastq_1,fastq_2
PRJNA298376_4275,0,PRJNA298376_4275DN,LX,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4275/DN/SRR9697794_1.fastq.gz,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4275/DN/SRR9697794_2.fastq.gz
PRJNA298376_4275,1,PRJNA298376_4275DT,LX,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4275/DT/SRR9697793_1.fastq.gz,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4275/DT/SRR9697793_2.fastq.gz
PRJNA298376_4275,2,PRJNA298376_4275RT,LX,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4275/RT/SRR9697715_1.fastq.gz,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4275/RT/SRR9697715_2.fastq.gz
