patient,status,sample,lane,fastq_1,fastq_2
PRJNA298376_4252,0,PRJNA298376_4252DN,LX,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4252/DN/SRR9697610_1.fastq.gz,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4252/DN/SRR9697610_2.fastq.gz
PRJNA298376_4252,1,PRJNA298376_4252DT,LX,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4252/DT/SRR9697605_1.fastq.gz,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4252/DT/SRR9697605_2.fastq.gz
PRJNA298376_4252,2,PRJNA298376_4252RT,LX,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4252/RT/SRR9697681_1.fastq.gz,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4252/RT/SRR9697681_2.fastq.gz
