patient,status,sample,lane,fastq_1,fastq_2
PRJNA298376_4239,0,PRJNA298376_4239DN,LX,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4239/DN/SRR9697707_1.fastq.gz,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4239/DN/SRR9697707_2.fastq.gz
PRJNA298376_4239,1,PRJNA298376_4239DT,LX,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4239/DT/SRR9697708_1.fastq.gz,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4239/DT/SRR9697708_2.fastq.gz
PRJNA298376_4239,2,PRJNA298376_4239RT,LX,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4239/RT/SRR9697697_1.fastq.gz,/t9k/mnt/WorkSpace/data/raw_data/PRJNA298376/4239/RT/SRR9697697_2.fastq.gz
